politician,country,birth date,death date,political party,gender,Instagram followers,Instagram link,X followers,X link
Kristin Oretorp,Sweden,1975.0,,Centerpartiet (Sweden),female,,,,
Angelica Lisbeth Lozano Correa,Colombia,1975.0,,Partido Alianza Verde (Colombia),female,,,,angelicalozanoc
Maria Isabel Ortiz Mantilla,Mexico,1975.0,,Partido Accion Nacional (Mexico),female,,,,
Adriana Gonzalez Carrillo,Mexico,1975.0,,Partido Accion Nacional (Mexico),female,,,,
Alma Jeanny Arroyo Ruiz,Mexico,1975.0,,Partido Revolucionario Institucional (Mexico),female,,,,
Sadet Karabulut,Netherlands,1975.0,,SP (Netherlands),female,,,26247.0,SadetKarabulut
Tran Hong Tham,Vietnam,1975.0,,,female,,,,
Anne Wil Lucas Smeerdijk,Netherlands,1975.0,,VVD (Netherlands),female,,,9078.0,annewillucas
Lu Thi Luu,Vietnam,1975.0,,,female,,,,
Sarah Dowie,New Zealand,1975.0,,National Party (New Zealand),female,,,,NZsarahdowie
Emilija Aleksandrova,North Macedonia,1975.0,,Independent Mps (North Macedonia),female,,,,
Juliana Nikolova,North Macedonia,1975.0,,Liberal Democratic Party (North Macedonia),female,,,,
Meral Uzeiri Ferati,North Macedonia,1975.0,,Democratic Party Of Albanians (North Macedonia),female,,,,
Maria Angelica Magana Zepeda,Mexico,1975.0,,Partido Revolucionario Institucional (Mexico),female,,,,
Judith Cochrane,United Kingdom,1975.0,,Alliance (United Kingdom),female,,,,
Mia B. Love,United States,1975.0,,Republican (United States),female,,,,repmialove
Lisa Hanna,Jamaica,1975.0,,People S National Party (Jamaica),female,,,,
Ingvild Kjerkol,Norway,1975.0,,Arbeiderpartiet (Norway),female,,,6750.0,ingvildkjerkol
Jenny Klinge,Norway,1975.0,,Senterpartiet (Norway),female,,,,
Lizzie Fletcher,United States,1975.0,,Democrat (United States),female,,,,
Sudano Valeria,Italy,1975.0,,Partito Democratico (Italy),female,,,,
Ronzulli Licia,Italy,1975.0,,Forza Italia (Italy),female,,,22998.0,LiciaRonzulli
Nisini Tiziana,Italy,1975.0,,LEGA (Italy),female,,,,
Grace Meng,United States,1975.0,,Democrat (United States),female,,,49865.0,RepGraceMeng
Elaine G. Luria,United States,1975.0,,Democrat (United States),female,,,,
Castellone Maria Domenica,Italy,1975.0,,Movimento 5 Stelle (Italy),female,,,,
Tidei Marietta,Italy,1975.0,,Partito Democratico (Italy),female,,,4132.0,Mariettatidei
Scuvera Chiara,Italy,1975.0,,Partito Democratico (Italy),female,,,,chiarascuvera
Rotta Alessia,Italy,1975.0,,Partito Democratico (Italy),female,,,14532.0,alessiarotta
Martha Berenice Alvarez Tovar,Mexico,1975.0,,Partido Accion Nacional (Mexico),female,,,,
Mosca Alessia Maria,Italy,1975.0,,Partito Democratico (Italy),female,,,40312.0,alessiamosca
La Marca Francesca,Italy,1975.0,,Partito Democratico (Italy),female,,,2289.0,FrancescaLaMar
Grillo Giulia,Italy,1975.0,,Movimento 5 Stelle (Italy),female,,,69142.0,GiuliaGrilloM5S
Ana Brnabic,Serbia,1975.0,,Serbian Progressive Party,female,34100.0,anabrnabic/,69200.0,SerbianPM
De Girolamo Nunzia,Italy,1975.0,,Il Popolo Della Liberta Berlusconi Presidente (Italy),female,,,89947.0,N_DeGirolamo
Tracey Crouch,United Kingdom,1975.0,,Conservative (United Kingdom),female,,,41890.0,tracey_crouch
Carfagna Maria Rosaria,Italy,1975.0,,Forza Italia Il Popolo Della Liberta Berlusconi Presidente (Italy),female,,,243060.0,mara_carfagna
Rushanara Ali,United Kingdom,1975.0,,Labour (United Kingdom),female,,,50525.0,rushanaraali
Paula Sherriff,United Kingdom,1975.0,,Labour (United Kingdom),female,,,25997.0,paulasherriff
Ivonne Aracelly Ortega Pacheco,Mexico,1975.0,,Partido Revolucionario Institucional (Mexico),female,,,,
Bini Caterina,Italy,1975.0,,Partito Democratico (Italy),female,,,3373.0,caterinabini
Mims Davies,United Kingdom,1975.0,,Conservative (United Kingdom),female,,,19022.0,mimsdavies
Basilio Tatiana,Italy,1975.0,,Movimento 5 Stelle (Italy),female,,,7652.0,tatianabasilio1
Bargero Cristina,Italy,1975.0,,Partito Democratico (Italy),female,,,1495.0,CristinaBargero
Neta Dobrin,Israel,1975.0,,Labor Meimad Am Ehad (Israel),female,,,,
Inbal Gavriely,Israel,1975.0,,Likud (Israel),female,,,,
Afshan Rafiq,Norway,1975.0,,Hoyre (Norway),female,,,1057.0,Afshanrafiq
Anastassia Michaeli,Israel,1975.0,,Yisrael Beitenu (Israel),female,,,,
Yulia Malinovsky,Israel,1975.0,,Yisrael Beitenu (Israel),female,,,,MalinovskyYulia
Merav Ben Ari,Israel,1975.0,,Kulanu Chaired By Moshe Kahlon (Israel),female,,,,meravbenari
Leyla Felicita Chihuan Ramos,Peru,1975.0,,Fuerza Popular (Peru),female,,,58016.0,LeylaChihuan
Emma Mcbride,Australia,1975.0,,Australian Labor Party (Australia),female,,,2334.0,Emma4Dobell
Justine Keay,Australia,1975.0,,Australian Labor Party (Australia),female,,,1822.0,justinekeay
Lm Jwd Kzm Sltn,Iraq,1975.0,,Y Tlf Lhrr (Iraq),female,,,,
Gd Mhmd Nwry Bdlrzq Mtlk,Iraq,1975.0,,Whd Bn L Rq (Iraq),female,,,,
Ml Mr Hsn Mhmd,Iraq,1975.0,,Y Tlf L Rby (Iraq),female,,,,
Shwq Slm Hsn Hsyn,Iraq,1975.0,,Y Tlf Lwtny (Iraq),female,,,,
Heidi Allen,United Kingdom,1975.0,,Conservative (United Kingdom),female,,,81815.0,heidiallen75
Heidi Alexander,United Kingdom,1975.0,,Labour (United Kingdom),female,,,,heidi_mp
"Lagdameo, Monique Yazmin Q",Philippines,1975.0,,,female,,,,
Agnieszka Scigaj,Poland,1975.0,,Klub Poselski Kukiz 15 (Poland),female,,,7112.0,AgaScigaj
Andzelika Mozdzanowska,Poland,1975.0,,Klub Parlamentarny Prawo I Sprawiedliwosc (Poland),female,,,,
Elizabeth Truss,United Kingdom,1975.0,,Conservative (United Kingdom),female,,,685703.0,trussliz
Elsa Lara Arnardottir,Iceland,1975.0,,Progressive Party (Iceland),female,,,,
Amanda Milling,United Kingdom,1975.0,,Conservative (United Kingdom),female,,,26755.0,amandamilling
Rosa Bjork Brynjolfsdottir,Iceland,1975.0,,Left Green Movement (Iceland),female,,,,
Beata Bublewicz,Poland,1975.0,,Klub Parlamentarny Platforma Obywatelska (Poland),female,,,,
Chervakova Ol Ga Valeriyivna,Ukraine,1975.0,,Fraktsiia Partiyi Blok Petra Poroshenka (Ukraine),female,,,,
"Bartos, Monika",Hungary,1975.0,,Fidesz (Hungary),female,,,,
Evis Kushi,Albania,1975.0,,,female,,,,
Rosa Dart,Portugal,1975.0,,PSD (Portugal),female,,,,
Katarzyna Matusik Lipiec,Poland,1975.0,,Klub Parlamentarny Platforma Obywatelska (Poland),female,,,,
Malgorzata Sadurska,Poland,1975.0,,Klub Parlamentarny Prawo I Sprawiedliwosc (Poland),female,,,,
Elzbieta Wisniowska,Poland,1975.0,,Klub Parlamentarny Samoobrona Rzeczypospolitej Polskiej (Poland),female,,,,
Q Nir Pasayeva,Azerbaijan,1975.0,,Independent (Azerbaijan),female,,,,
Advocate Navana Akter,Bangladesh,1975.0,,Bangladesh Awami League (Bangladesh),female,,,,
Korolevs Ka Nataliia Iuriyivna,Ukraine,1975.0,,Fraktsiia Politichnoyi Partiyi Opozitsiinii Blok U Verkhovnii Radi Ukrayini Vos Mogo Sklikannia (Ukraine),female,,,,
Eugenia Duarte,Portugal,1975.0,,PSD (Portugal),female,,,,
Jamila Madeira,Portugal,1975.0,,PS (Portugal),female,,,,
Veselova Nataliia Vasilivna,Ukraine,1975.0,,Fraktsiia Politichnoyi Partiyi Ob Iednannia Samopomich (Ukraine),female,,,,
Biel Kova Ol Ga Valentinivna,Ukraine,1975.0,,Fraktsiia Partiyi Blok Petra Poroshenka (Ukraine),female,,,,
Susan Lakot,Uganda,1975.0,,,female,,,,
Ana Drago,Portugal,1975.0,,BE (Portugal),female,,,,
Rose Nsereko Namayanja,Uganda,1975.0,,National Resistance Movement (Uganda),female,,,,
Avgerinopoulou Dionysia Theodora,Greece,1975.0,,N.d. Nea Demokratia (Greece),female,,,,
Isabel Simoes Pinto,Portugal,1975.0,,PSD (Portugal),female,,,,
Rapti Eleni,Greece,1975.0,,N.d. Nea Demokratia (Greece),female,,,16559.0,Elena_Rapti
Lidia Bulcao,Portugal,1975.0,,PSD (Portugal),female,,,,
Martinou Georgia,Greece,1975.0,,N.d. Nea Demokratia (Greece),female,,,429.0,GeorgiaMartinou
Huda Abason Oleru,Uganda,1975.0,,National Resistance Movement (Uganda),female,,,,
Grace Namara,Uganda,1975.0,,Independent (Uganda),female,,,,
Kefalogianni Olga,Greece,1975.0,,N.d. Nea Demokratia (Greece),female,,,41941.0,olgakef
Sandra Cardoso,Portugal,1975.0,,PS (Portugal),female,,,,
Alijata Sulemana Gbentie Hajia,Ghana,1975.0,,National Democratic Congress (Ghana),female,,,,
Ama Pomaa Boateng,Ghana,1975.0,,New Patriotic Party (Ghana),female,,,,
Joana Amaral Dias,Portugal,1975.0,,BE (Portugal),female,,,,
Alina Elena Tanasescu,Romania,1975.0,,PSD (Romania),female,,,,
Andreea Cosma,Romania,1975.0,,PSD (Romania),female,,,,
Benko Erika,Romania,1975.0,,UDMR (Romania),female,,,,
Bianca Miruna Gavrilita,Romania,1975.0,,PSD (Romania),female,,,,
Claudia Gilia,Romania,1975.0,,PSD (Romania),female,,,,
Fabienne Winckel,Belgium,1975.0,,Socialist Party (Belgium),female,,,,
Katja Gabriels,Belgium,1975.0,,Open Flemish Liberals And Democrats (Belgium),female,,,,
Marilena Emilia Meirosu,Romania,1975.0,,Non Attached (Romania),female,,,,
Oana Consuela Florea,Romania,1975.0,,PSD (Romania),female,,,,
Claudia Boghicevici,Romania,1975.0,,PNL (Romania),female,,,,
Elena Ramona Reuer,Romania,1975.0,,PNL (Romania),female,,,,
Jesca Ababiku,Uganda,1975.0,,National Resistance Movement (Uganda),female,,,,
Oana Niculescu Mizil Stefanescu,Romania,1975.0,,PSD (Romania),female,,,,
Batalina Ol Ga Iur Evna,Russia,1975.0,,Edinaia Rossiia (Russia),female,,,,Olga_batalina
Capt. Suzan Lakot,Uganda,1975.0,,,female,,,,
Birungi Carolyn Nanyondo,Uganda,1975.0,,National Resistance Movement (Uganda),female,,,,
Betty Ongom Amongi,Uganda,1975.0,,Uganda Peoples Congress (Uganda),female,,,,
Ann Maria Nankabirwa,Uganda,1975.0,,National Resistance Movement (Uganda),female,,,,
Lilly Gabriela Montano Viana,Bolivia,1975.0,,MAS (Bolivia),female,,,,gabrielascz
Sebahat Tuncel,Turkey,1975.0,,Halklarin Demokratik Partisi (Turkey),female,,,,
Cara Hilton,United Kingdom,1975.0,,Labour (United Kingdom),female,,,,
Dragana Barisic,Serbia,1975.0,,Serbian Progressive Party (Serbia),female,,,1493.0,Dragana_Barisic
Grietje Staffelt,Germany,1975.0,,Bundnis 90 Die Grunen (Germany),female,,,,
Snezana Paunovic,Serbia,1975.0,,Socialist Party Of Serbia (Serbia),female,,,,
Miriam Gruss,Germany,1975.0,,FDP (Germany),female,,,,
Leandre,Brazil,1975.0,,PV (Brazil),female,,,,
Marina Schuster,Germany,1975.0,,FDP (Germany),female,,,,
Pollyana Gama,Brazil,1975.0,,PPS (Brazil),female,,,,
Sabine Batzing Lichtenthaler,Germany,1975.0,,SPD (Germany),female,,,,sabine_baetzing
Sim Ann,Singapore,1975.0,,People S Action Party (Singapore),female,,,,
Diana Golze,Germany,1975.0,,Die Linke (Germany),female,,,,
Sevim Dagdelen,Germany,1975.0,,Die Linke (Germany),female,,,51359.0,SevimDagdelen
Nicole Gohlke,Germany,1975.0,,Die Linke (Germany),female,,,11763.0,NicoleGohlke
Dzhema Marinova Grozdanova,Bulgaria,1975.0,,Parliamentary Group Of Pp Gerb (Bulgaria),female,,,,
Katja Suding,Germany,1975.0,,Free Democratic Party (Germany),female,,,13094.0,KatjaSuding
Katja Leikert,Germany,1975.0,,Christian Democratic Union (Germany),female,,,8516.0,KLeikert
Judith Skudelny,Germany,1975.0,,Free Democratic Party (Germany),female,,,,
Frauke Petry,Germany,1975.0,,Alternative For Germany (Germany),female,,,58499.0,FraukePetry
Daniela Ludwig,Germany,1975.0,,Christian Social Union Of Bavaria (Germany),female,,,,
Corinna Ruffer,Germany,1975.0,,Alliance 90 The Greens (Germany),female,,,3778.0,crueffer
Cansel Kiziltepe,Germany,1975.0,,Social Democratic Party Of Germany (Germany),female,,,11561.0,CanselK
Zhara Veselinova Peneva Georgieva,Bulgaria,1975.0,,Coalition For Bulgaria (Bulgaria),female,,,,
Sage Maina,,1975.0,,Rassemblement Pour Une Majorite Autonomiste (French Polynesia),female,,,2450.0,MainaSage
Ksenija Korenjak Kramar,Slovenia,1975.0,,Party Of Modern Centre (Slovenia),female,,,,
Urska Ban,Slovenia,1975.0,,Party Of Modern Centre (Slovenia),female,,,,
Jun Heekyung,Korea,1975.0,,Jayuhangugdang (Korea),female,,,,
Nathalie Appere,France,1975.0,,Parti Socialiste (France),female,,,23839.0,nathalieappere
Julie Sommaruga,France,1975.0,,Parti Socialiste (France),female,,,2050.0,JulieSOMMARUGA
Cecile Duflot,France,1975.0,,Europe Ecologie Les Verts (France),female,,,418730.0,CecileDuflot
Basma Jebali,Tunisia,1975.0,,Mouvement Ennahdha (Tunisia),female,,,,
Corinne Narassiguin,France,1975.0,,Parti Socialiste (France),female,,,11173.0,CorinneNara
Stephanie Kerbarh,France,1975.0,,En Marche (France),female,,,6479.0,SKerbarh
Sandrine Josso,France,1975.0,,En Marche (France),female,,,,sandrinejossoAN
Maina Sage,France,1975.0,,Tapura Huiraatira (France),female,,,2450.0,MainaSage
Saada Mkuya Salum,Tanzania,1975.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Justine Benin,France,1975.0,,Non Rattachee (France),female,,,4144.0,Justine_BENIN
Cendra Motin,France,1975.0,,En Marche (France),female,,,,
Gimbi Dotto Masaba,Tanzania,1975.0,,Chama Cha Demokrasia Na Maendeleo (Tanzania),female,,,,
Barbara Pompili,France,1975.0,,En Marche (France),female,,,98014.0,barbarapompili
Azza Hillal Hamad,Tanzania,1975.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Amina Saleh Athuman Mollel,Tanzania,1975.0,,Chama Cha Mapinduzi (Tanzania),female,,,,
Rosa Merilainen,Finland,1975.0,,Vihrea Liitto (Finland),female,,,,
Terhi Peltokorpi,Finland,1975.0,,Keskusta (Finland),female,,,1808.0,TPeltokorpi
Sophie Wilmes,Belgium,1975.0,,,female,32900.0,sophiewilmes/,66600.0,Sophie_Wilmes
Shu Hua Hsu,,1975.0,,KMT (Taiwan),female,,,,
Jutta Urpilainen,Finland,1975.0,,Sosialidemokraatit (Finland),female,,,75557.0,JuttaUrpilainen
Maria Rosa Martinez Rodriguez,Spain,1975.0,,G.p. Podemos En Comu Podem En Marea (Spain),female,,,,rosam_equo
Kristina Hafoss,Denmark,1975.0,,Tjodveldi (Faroe Islands),female,,,,kristinahafoss
Annika Olsen,Denmark,1975.0,,Folkaflokkurin (Faroe Islands),female,,,,
Maria De La Paz Del Moral Milla,Spain,1975.0,,G.p. Socialista (Spain),female,,,1203.0,paz_moral
Karin Tammemagi,Estonia,1975.0,,Estonian Centre Party (Estonia),female,,,,
Mailis Reps,Estonia,1975.0,,Estonian Centre Party (Estonia),female,,,373.0,Mailis_Reps
Kemetter Sara,Finland,1975.0,,Alands Socialdemokrater (Aland),female,,,,
Heidy Purga,Estonia,1975.0,,Estonian Reform Party (Estonia),female,,,847.0,heidypurga
Patricia Sierra Rojas,Spain,1975.0,,G.p. Socialista (Spain),female,,,,psierra8rojas
M Mhmd Mhmwd Bw Bkr Lbtrn,Egypt,1975.0,,Mstql (Egypt),female,,,,
Ana Belen Vazquez,Spain,1975.0,,PP (Spain),female,,,50702.0,anadebande
Ymn Slm Mhmd Slm Khdr,Egypt,1975.0,,Mstql (Egypt),female,,,,
Laura Carmen Seara,Spain,1975.0,,PSOE (Spain),female,,,11429.0,LauraSeara
Maria Paz Lago,Spain,1975.0,,PP (Spain),female,,,2316.0,PazLagoM
Marisol Vargas Barcena,Mexico,1975.0,,Partido Accion Nacional (Mexico),female,,,,
Eva Diego Cruz,Mexico,1975.0,,Partido De La Revolucion Democratica (Mexico),female,,,,
Princess Kasune,Zambia,1975.0,,United Party For National Development (Zambia),female,,,,
Christa Markwalder,Switzerland,1975.0,,RL (Switzerland),female,,,16649.0,ChristaMarkwald
Alejandra Noemi Reynoso Sanchez,Mexico,1975.0,,Partido Accion Nacional (Mexico),female,,,,
Inge Lene Ebdrup,Denmark,1975.0,,The Liberal Party (Denmark),female,,,,
Linda Ylivainio,Sweden,1975.0,,Centerpartiet (Sweden),female,,,,
Pernille Vigso Bagge,Denmark,1975.0,,Socialistisk Folkeparti (Denmark),female,,,,sfpevb
Sofie Carsten Nielsen,Denmark,1975.0,,The Social Liberal Party (Denmark),female,,,54334.0,sofiecn
Dai Hai Rong,China,1975.0,,,female,,,,
"Iipumbu, Lucia Magano",Namibia,1975.0,,Swapo (Namibia),female,,,,
Martina Johansson,Sweden,1975.0,,Centerpartiet (Sweden),female,,,,
Lin Mei Juan,China,1975.0,,,female,,,,
Birgitta Ohlsson,Sweden,1975.0,,Liberalerna (Sweden),female,,,123267.0,birgittaohlsson
Karolina Peake,Czech Republic,1975.0,,Poslanecky Klub Veci Verejne (Czech Republic),female,,,,
Jana Sucha,Czech Republic,1975.0,,Poslanecky Klub Veci Verejne (Czech Republic),female,,,,
Wang Run Mei,China,1975.0,,,female,,,,
Bai Yong Hong,China,1975.0,,,female,,,,
Gabriela Hubackova,Czech Republic,1975.0,,Poslanecky Klub Komunisticke Strany Cech A Moravy (Czech Republic),female,,,,
Stavrou Eleni,Cyprus,1975.0,,Democratic Rally (Cyprus),female,,,,
Luo Hai Tang,China,1975.0,,,female,,,,
Fawzia Koofi Badakhshan,Afghanistan,1975.0,,,female,,,,FawziaKoofi77
Natalija Martincevic,Croatia,1975.0,,Reformisti (Croatia),female,,,,
Marijana Zivko,Croatia,1975.0,,SDP (Croatia),female,,,,
Ivana Posavec Krivec,Croatia,1975.0,,SDP (Croatia),female,,,,
Alina Teis,Romania,1974.0,,PSD (Romania),female,,,,
Karine Daniel,France,1974.0,,Parti Socialiste (France),female,,,,KarineDanielNts
Verena Hartmann,Germany,1974.0,,Alternative For Germany (Germany),female,,,,
Fatme Musa Iliiaz,Bulgaria,1974.0,,The Movement For Rights And Freedoms (Bulgaria),female,,,,
Karen Haekkerup,Denmark,1974.0,,The Social Democratic Party (Denmark),female,,,,
Jana Zitnanska,Slovak Republic,1974.0,,Independent (Slovakia),female,,,,
Lee Jaejung,Korea,1974.0,,Deobuleominjudang (Korea),female,,,,
Monika Kryemadhi,Albania,1974.0,,,female,,,,
Zynb Thbt Kzm Ly,Iraq,1974.0,,Y Tlf Lhrr (Iraq),female,,,,
Alexandra Anstrell,Sweden,1974.0,,Moderata Samlingspartiet (Sweden),female,,,165.0,aanstrell
Ulrika Thulin,Sweden,1974.0,,Socialdemokraterna (Sweden),female,,,,
Alcidia Lopes,Portugal,1974.0,,PS (Portugal),female,,,,
Claudia Sofia Corichi Garcia,Mexico,1974.0,,Movimiento Ciudadano (Mexico),female,,,1810.0,ClaudiaCorichi
Rita Miguel,Portugal,1974.0,,PS (Portugal),female,,,,
Gyd S Yd Bdlmjyd Bdlhsyn,Iraq,1974.0,,Mthdwn Llslh (Iraq),female,,,,
Low Yen Ling,Singapore,1974.0,,People S Action Party (Singapore),female,,,,
D Lsw Ywsf Slymn,Egypt,1974.0,,Mstql (Egypt),female,,,,
Eva Horvathova,Slovak Republic,1974.0,,Klub Olano (Slovakia),female,,,,
Kwon Eunhee,Korea,1974.0,,Gugminyidang (Korea),female,,,,
Gajduk Oksana,Belarus,1974.0,,,female,,,,
Sanne Bjorn,Denmark,1974.0,,The Social Liberal Party (Denmark),female,,,,
Felicia Adjei,Ghana,1974.0,,National Democratic Congress (Ghana),female,,,,
Olwyn Enright,Ireland,1974.0,,Fine Gael (Ireland),female,,,,
Gila Gamliel,Israel,1974.0,,Likud (Israel),female,,,41381.0,GilaGamliel
Tophace Byagira Kaahwa,Uganda,1974.0,,National Resistance Movement (Uganda),female,,,,
Axelle Lemaire,France,1974.0,,Parti Socialiste (France),female,,,174130.0,axellelemaire
Teresa Anjinho,Portugal,1974.0,,Cds Pp (Portugal),female,,,,
Amanda Agestav,Sweden,1974.0,,Kristdemokraterna (Sweden),female,,,,
Arampatzi Foteini,Greece,1974.0,,N.d. Nea Demokratia (Greece),female,,,,
Gennia Georgia,Greece,1974.0,,Syriza Coalition Of The Radical Left (Greece),female,,,,
Harriet Ntabazi,Uganda,1974.0,,National Resistance Movement (Uganda),female,,,,
Jessica Rose Epel Alupo,Uganda,1974.0,,National Resistance Movement (Uganda),female,,,,
Marlene Borst Hansen,Denmark,1974.0,,The Social Liberal Party (Denmark),female,,,2664.0,marleneBL
Maria Cristina Del Valle Fiore Vinuales,Argentina,1974.0,,Frente Para La Victoria (Argentina),female,,,,fiore_cristina
Barbara Romagnan,France,1974.0,,Parti Socialiste (France),female,,,9989.0,bromagnan
Sonja Konig,Croatia,1974.0,,HNS (Croatia),female,,,,
Janja Sluga,Slovenia,1974.0,,Party Of Modern Centre (Slovenia),female,,,,SMC_JanjaSluga
Ciczie Weidby,Sweden,1974.0,,Vansterpartiet (Sweden),female,,,,
Lucy Powell,United Kingdom,1974.0,,Labour Co Operative (United Kingdom),female,,,67469.0,LucyMPowell
Agostinelli Donatella,Italy,1974.0,,Movimento 5 Stelle (Italy),female,,,,
Ines Drummond,Portugal,1974.0,,PS (Portugal),female,,,,
Bechis Eleonora,Italy,1974.0,,Movimento 5 Stelle (Italy),female,,,2583.0,EleonoraBechis
Andreia Zito,Brazil,1974.0,,PSDB (Brazil),female,,,,
Catherine Troallic,France,1974.0,,Parti Socialiste (France),female,,,,CaTroallic
Natalia Blahova,Slovak Republic,1974.0,,Sloboda A Solidarita (Slovakia),female,,,,
Sana Hassainia,Canada,1974.0,,Independent (Canada),female,,,,SanaNPD
Dourou Eirini Rena,Greece,1974.0,,Syriza Coalition Of The Radical Left (Greece),female,,,,
Lizbeth Eugenia Rosas Montero,Mexico,1974.0,,Partido De La Revolucion Democratica (Mexico),female,,,,
Bragantini Paola,Italy,1974.0,,Partito Democratico (Italy),female,,,1355.0,PaolaBragantini
Mariana Dunyaska Garcia Rojas,Mexico,1974.0,,Partido Accion Nacional (Mexico),female,,,,
Cayetana Alvarez,Spain,1974.0,,PP (Spain),female,,,521154.0,cayetanaAT
Seema Kennedy,United Kingdom,1974.0,,Conservative (United Kingdom),female,,,,seemakennedy
Corda Emanuela,Italy,1974.0,,Movimento 5 Stelle (Italy),female,,,8318.0,Emanuela_Corda
Vesna Markovic,Serbia,1974.0,,Serbian Progressive Party (Serbia),female,,,,
Sarah Mateke Nyirabashitsi,Uganda,1974.0,,National Resistance Movement (Uganda),female,,,,
Mn Lshbrw Syd Hmd Bw L Nyn,Egypt,1974.0,,Mstql (Egypt),female,,,,
Jo Cox,United Kingdom,1974.0,2016.0,Labour (United Kingdom),female,,,18506.0,Jo_Cox1
Marinika Tepic,Serbia,1974.0,,Independent Mps Club (Serbia),female,,,129770.0,MarinikaTepic
Min Li Marti,Switzerland,1974.0,,S (Switzerland),female,,,,
Sofia Araujo,Portugal,1974.0,,PS (Portugal),female,,,,
Sarah Wenene Mwebaza,Uganda,1974.0,,National Resistance Movement (Uganda),female,,,,
Hillevi Larsson,Sweden,1974.0,,Socialdemokraterna (Sweden),female,,,10182.0,HilleviLarsson
Sandra Pereira,Portugal,1974.0,,PSD (Portugal),female,,,,
Jennifer Willott,United Kingdom,1974.0,,Liberal Democrat (United Kingdom),female,,,,
Marina Ristic,Serbia,1974.0,,Serbian Radical Party (Serbia),female,,,,
Palma Giovanna,Italy,1974.0,,Partito Democratico (Italy),female,,,,
